id,proba
299073,0.37
299074,0.37
299075,0.63
299076,0.63
299077,0.63
299078,0.37
299079,0.63
299080,0.63
299081,0.63
299082,0.63
299083,0.63
299084,0.63
299085,0.37
299086,0.63
299087,0.63
299088,0.37
299089,0.63
299090,0.63
299091,0.37
299092,0.63
299093,0.63
299094,0.63
299095,0.37
299096,0.37
299097,0.63
299098,0.63
299099,0.37
299100,0.63
299101,0.37
299102,0.63
299103,0.63
299104,0.37
299105,0.37
299106,0.37
299107,0.37
299108,0.37
299109,0.37
299110,0.63
299111,0.37
299112,0.37
299113,0.63
299114,0.63
299115,0.37
299116,0.63
299117,0.37
299118,0.63
299119,0.37
299120,0.37
299121,0.37
299122,0.63
299123,0.37
299124,0.37
299125,0.37
299126,0.63
299127,0.63
299128,0.37
299129,0.37
299130,0.37
299131,0.63
299132,0.63
299133,0.37
299134,0.63
299135,0.37
299136,0.63
299137,0.37
299138,0.37
299139,0.37
299140,0.37
299141,0.37
299142,0.37
299143,0.37
299144,0.37
299145,0.37
299146,0.63
299147,0.63
299148,0.63
299149,0.37
299150,0.37
299151,0.63
299152,0.37
299153,0.63
299154,0.37
299155,0.63
299156,0.37
299157,0.63
299158,0.63
299159,0.63
299160,0.63
299161,0.63
299162,0.63
299163,0.37
299164,0.37
299165,0.37
299166,0.63
299167,0.63
299168,0.37
299169,0.63
299170,0.37
299171,0.63
299172,0.63
299173,0.63
299174,0.37
299175,0.37
299176,0.37
299177,0.63
299178,0.63
299179,0.37
299180,0.37
299181,0.63
299182,0.63
299183,0.37
299184,0.37
299185,0.37
299186,0.37
299187,0.37
299188,0.37
299189,0.63
299190,0.37
299191,0.63
299192,0.37
299193,0.63
299194,0.63
299195,0.37
299196,0.63
299197,0.63
299198,0.37
299199,0.37
299200,0.63
299201,0.37
299202,0.63
299203,0.37
299204,0.37
299205,0.37
299206,0.37
299207,0.37
299208,0.37
299209,0.63
299210,0.37
299211,0.63
299212,0.63
299213,0.37
299214,0.37
299215,0.63
299216,0.63
299217,0.63
299218,0.63
299219,0.37
299220,0.37
299221,0.37
299222,0.63
299223,0.37
299224,0.37
299225,0.63
299226,0.37
299227,0.37
299228,0.37
299229,0.37
299230,0.37
299231,0.63
299232,0.63
299233,0.63
299234,0.37
299235,0.63
299236,0.37
299237,0.37
299238,0.63
299239,0.63
299240,0.63
299241,0.37
299242,0.37
299243,0.63
299244,0.37
299245,0.37
299246,0.37
299247,0.63
299248,0.63
299249,0.63
299250,0.63
299251,0.63
299252,0.37
299253,0.37
299254,0.37
299255,0.63
299256,0.63
299257,0.37
299258,0.37
299259,0.63
299260,0.63
299261,0.63
299262,0.63
299263,0.37
299264,0.37
299265,0.63
299266,0.63
299267,0.63
299268,0.63
299269,0.37
299270,0.37
299271,0.63
299272,0.63
299273,0.63
299274,0.37
299275,0.37
299276,0.63
299277,0.63
299278,0.63
299279,0.37
299280,0.37
299281,0.63
299282,0.63
299283,0.63
299284,0.63
299285,0.63
299286,0.63
299287,0.63
299288,0.37
299289,0.37
299290,0.63
299291,0.63
299292,0.63
299293,0.37
299294,0.63
299295,0.37
299296,0.63
299297,0.37
299298,0.63
299299,0.37
299300,0.37
299301,0.37
299302,0.37
299303,0.37
299304,0.63
299305,0.63
299306,0.63
299307,0.37
299308,0.63
299309,0.63
299310,0.37
299311,0.37
299312,0.37
299313,0.37
299314,0.37
299315,0.37
299316,0.37
299317,0.63
299318,0.63
299319,0.63
299320,0.63
299321,0.63
299322,0.37
299323,0.63
299324,0.63
299325,0.63
299326,0.63
299327,0.37
299328,0.63
299329,0.37
299330,0.63
299331,0.63
299332,0.63
299333,0.37
299334,0.37
299335,0.63
299336,0.37
299337,0.37
299338,0.63
299339,0.37
299340,0.37
299341,0.37
299342,0.63
299343,0.37
299344,0.63
299345,0.63
299346,0.63
299347,0.37
299348,0.37
299349,0.37
299350,0.63
299351,0.63
299352,0.63
299353,0.63
299354,0.63
299355,0.37
299356,0.63
299357,0.63
299358,0.63
299359,0.63
299360,0.37
299361,0.63
299362,0.37
299363,0.37
299364,0.37
299365,0.63
299366,0.63
299367,0.37
299368,0.37
299369,0.63
299370,0.37
299371,0.37
299372,0.37
299373,0.37
299374,0.63
299375,0.63
299376,0.37
299377,0.63
299378,0.37
299379,0.63
299380,0.63
299381,0.37
299382,0.37
299383,0.37
299384,0.63
299385,0.63
299386,0.37
299387,0.63
299388,0.37
299389,0.63
299390,0.63
299391,0.37
299392,0.63
299393,0.63
299394,0.37
299395,0.63
299396,0.37
299397,0.37
299398,0.63
299399,0.37
299400,0.63
299401,0.63
299402,0.63
299403,0.37
299404,0.63
299405,0.63
299406,0.63
299407,0.63
299408,0.63
299409,0.37
299410,0.37
299411,0.37
299412,0.37
299413,0.63
299414,0.63
299415,0.37
299416,0.37
299417,0.63
299418,0.63
299419,0.37
299420,0.63
299421,0.37
299422,0.37
299423,0.37
299424,0.63
299425,0.37
299426,0.63
299427,0.63
299428,0.63
299429,0.63
299430,0.37
299431,0.37
299432,0.63
299433,0.63
299434,0.63
299435,0.37
299436,0.63
299437,0.37
299438,0.63
299439,0.63
299440,0.63
299441,0.63
299442,0.63
299443,0.63
299444,0.37
299445,0.37
299446,0.37
299447,0.63
299448,0.63
299449,0.63
299450,0.63
299451,0.63
299452,0.63
299453,0.63
299454,0.37
299455,0.37
299456,0.63
299457,0.63
299458,0.37
299459,0.63
299460,0.37
299461,0.37
299462,0.37
299463,0.63
299464,0.63
299465,0.63
299466,0.37
299467,0.63
299468,0.63
299469,0.63
299470,0.63
299471,0.63
299472,0.63
299473,0.63
299474,0.63
299475,0.37
299476,0.37
299477,0.63
299478,0.37
299479,0.63
299480,0.63
299481,0.37
299482,0.63
299483,0.37
299484,0.63
299485,0.63
299486,0.63
299487,0.37
299488,0.63
299489,0.63
299490,0.63
299491,0.37
299492,0.63
299493,0.37
299494,0.63
299495,0.63
299496,0.37
299497,0.63
299498,0.37
299499,0.37
299500,0.37
299501,0.37
299502,0.63
299503,0.37
299504,0.63
299505,0.37
299506,0.37
299507,0.63
299508,0.37
299509,0.37
299510,0.63
299511,0.63
299512,0.63
299513,0.63
299514,0.37
299515,0.63
299516,0.37
299517,0.37
299518,0.37
299519,0.63
299520,0.63
299521,0.63
299522,0.63
299523,0.63
299524,0.63
299525,0.37
299526,0.37
299527,0.63
299528,0.63
299529,0.63
299530,0.63
299531,0.63
299532,0.37
299533,0.37
299534,0.37
299535,0.37
299536,0.63
299537,0.63
299538,0.63
299539,0.63
299540,0.63
299541,0.37
299542,0.63
299543,0.37
299544,0.37
299545,0.63
299546,0.63
299547,0.37
299548,0.37
299549,0.37
299550,0.63
299551,0.37
299552,0.37
299553,0.63
299554,0.37
299555,0.37
299556,0.63
299557,0.37
299558,0.37
299559,0.37
299560,0.37
299561,0.37
299562,0.63
299563,0.37
299564,0.63
299565,0.37
299566,0.63
299567,0.63
299568,0.63
299569,0.63
299570,0.37
299571,0.63
299572,0.37
299573,0.63
299574,0.63
299575,0.37
299576,0.37
299577,0.63
299578,0.63
299579,0.63
299580,0.63
299581,0.63
299582,0.37
299583,0.37
299584,0.63
299585,0.63
299586,0.63
299587,0.37
299588,0.37
299589,0.37
299590,0.63
299591,0.63
299592,0.63
299593,0.37
299594,0.63
299595,0.37
299596,0.63
299597,0.63
299598,0.37
299599,0.37
299600,0.63
299601,0.63
299602,0.63
299603,0.63
299604,0.37
299605,0.63
299606,0.37
299607,0.63
299608,0.37
299609,0.37
299610,0.37
299611,0.37
299612,0.63
299613,0.63
299614,0.37
299615,0.37
299616,0.37
299617,0.63
299618,0.63
299619,0.63
299620,0.37
299621,0.37
299622,0.37
299623,0.37
299624,0.37
299625,0.63
299626,0.37
299627,0.37
299628,0.63
299629,0.63
299630,0.63
299631,0.63
299632,0.63
299633,0.37
299634,0.37
299635,0.63
299636,0.63
299637,0.37
299638,0.37
299639,0.63
299640,0.63
299641,0.37
299642,0.63
299643,0.37
299644,0.63
299645,0.37
299646,0.37
299647,0.37
299648,0.37
299649,0.37
299650,0.63
299651,0.37
299652,0.37
299653,0.63
299654,0.63
299655,0.37
299656,0.37
299657,0.63
299658,0.63
299659,0.37
299660,0.63
299661,0.63
299662,0.37
299663,0.63
299664,0.63
299665,0.63
299666,0.63
299667,0.37
299668,0.37
299669,0.63
299670,0.63
299671,0.37
299672,0.63
299673,0.37
299674,0.63
299675,0.63
299676,0.37
299677,0.37
299678,0.63
299679,0.37
299680,0.63
299681,0.37
299682,0.63
299683,0.63
299684,0.63
299685,0.37
299686,0.63
299687,0.37
299688,0.63
299689,0.37
299690,0.37
299691,0.37
299692,0.37
299693,0.63
299694,0.37
299695,0.63
299696,0.37
299697,0.37
299698,0.37
299699,0.37
299700,0.37
299701,0.37
299702,0.63
299703,0.37
299704,0.37
299705,0.37
299706,0.63
299707,0.37
299708,0.63
299709,0.63
299710,0.63
299711,0.63
299712,0.37
299713,0.63
299714,0.37
299715,0.63
299716,0.63
299717,0.37
299718,0.63
299719,0.37
299720,0.63
299721,0.63
299722,0.37
299723,0.63
299724,0.63
299725,0.37
299726,0.63
299727,0.37
299728,0.37
299729,0.63
299730,0.63
299731,0.63
299732,0.37
299733,0.37
299734,0.37
299735,0.63
299736,0.63
299737,0.37
299738,0.63
299739,0.37
299740,0.63
299741,0.37
299742,0.63
299743,0.37
299744,0.37
299745,0.63
299746,0.37
299747,0.37
299748,0.63
299749,0.63
299750,0.63
299751,0.63
299752,0.37
299753,0.37
299754,0.37
299755,0.37
299756,0.37
299757,0.37
299758,0.37
299759,0.37
299760,0.63
299761,0.63
299762,0.63
299763,0.63
299764,0.63
299765,0.37
299766,0.37
299767,0.63
299768,0.37
299769,0.63
299770,0.37
299771,0.63
299772,0.63
299773,0.37
299774,0.37
299775,0.37
299776,0.37
299777,0.37
299778,0.37
299779,0.63
299780,0.37
299781,0.63
299782,0.63
299783,0.37
299784,0.37
299785,0.37
299786,0.63
299787,0.37
299788,0.37
299789,0.63
299790,0.63
299791,0.37
299792,0.37
299793,0.63
299794,0.63
299795,0.37
299796,0.63
299797,0.37
299798,0.63
299799,0.63
299800,0.63
299801,0.37
299802,0.37
299803,0.37
299804,0.63
299805,0.63
299806,0.63
299807,0.37
299808,0.63
299809,0.63
299810,0.37
299811,0.63
299812,0.37
299813,0.37
299814,0.63
299815,0.63
299816,0.37
299817,0.63
299818,0.63
299819,0.37
299820,0.63
299821,0.37
299822,0.63
299823,0.63
299824,0.63
299825,0.37
299826,0.63
299827,0.37
299828,0.37
299829,0.63
299830,0.37
299831,0.63
299832,0.63
299833,0.63
299834,0.63
299835,0.63
299836,0.37
299837,0.63
299838,0.37
299839,0.37
299840,0.63
299841,0.63
299842,0.63
299843,0.63
299844,0.37
299845,0.63
299846,0.63
299847,0.63
299848,0.37
299849,0.37
299850,0.63
299851,0.37
299852,0.63
299853,0.63
299854,0.63
299855,0.37
299856,0.63
299857,0.63
299858,0.63
299859,0.37
299860,0.63
299861,0.37
299862,0.63
299863,0.37
299864,0.37
299865,0.37
299866,0.63
299867,0.63
299868,0.63
299869,0.63
299870,0.63
299871,0.63
299872,0.63
299873,0.37
299874,0.63
299875,0.63
299876,0.37
299877,0.63
299878,0.37
299879,0.37
299880,0.37
299881,0.37
299882,0.37
299883,0.63
299884,0.63
299885,0.37
299886,0.63
299887,0.63
299888,0.37
299889,0.37
299890,0.63
299891,0.63
299892,0.63
299893,0.63
299894,0.63
299895,0.37
299896,0.63
299897,0.63
299898,0.37
299899,0.63
299900,0.63
299901,0.63
299902,0.63
299903,0.63
299904,0.63
299905,0.37
299906,0.37
299907,0.37
299908,0.37
299909,0.63
299910,0.37
299911,0.63
299912,0.63
299913,0.37
299914,0.63
299915,0.37
299916,0.63
299917,0.63
299918,0.37
299919,0.63
299920,0.63
299921,0.37
299922,0.63
299923,0.37
299924,0.37
299925,0.37
299926,0.37
299927,0.63
299928,0.63
299929,0.37
299930,0.63
299931,0.37
299932,0.63
299933,0.63
299934,0.63
299935,0.63
299936,0.37
299937,0.37
299938,0.63
299939,0.37
299940,0.37
299941,0.37
299942,0.63
299943,0.37
299944,0.63
299945,0.37
299946,0.37
299947,0.63
299948,0.37
299949,0.63
299950,0.63
299951,0.63
299952,0.63
299953,0.37
299954,0.63
299955,0.37
299956,0.63
299957,0.37
299958,0.63
299959,0.37
299960,0.37
299961,0.37
299962,0.63
299963,0.37
299964,0.63
299965,0.37
299966,0.63
299967,0.63
299968,0.37
299969,0.37
299970,0.63
299971,0.63
299972,0.63
299973,0.63
299974,0.63
299975,0.37
299976,0.63
299977,0.37
299978,0.37
299979,0.63
299980,0.63
299981,0.37
299982,0.63
299983,0.63
299984,0.37
299985,0.37
299986,0.37
299987,0.63
299988,0.37
299989,0.63
299990,0.63
299991,0.37
299992,0.63
299993,0.37
299994,0.63
299995,0.63
299996,0.63
299997,0.63
299998,0.37
299999,0.63
300000,0.37
300001,0.63
300002,0.63
300003,0.37
300004,0.37
300005,0.63
300006,0.63
300007,0.63
300008,0.37
300009,0.63
300010,0.37
300011,0.63
300012,0.63
300013,0.37
300014,0.37
300015,0.37
300016,0.37
300017,0.63
300018,0.63
300019,0.63
300020,0.63
300021,0.63
300022,0.63
300023,0.63
300024,0.37
300025,0.63
300026,0.37
300027,0.63
300028,0.63
300029,0.63
300030,0.63
300031,0.37
300032,0.37
300033,0.37
300034,0.37
300035,0.63
300036,0.37
300037,0.63
300038,0.63
300039,0.63
300040,0.37
300041,0.37
300042,0.63
300043,0.63
300044,0.37
300045,0.37
300046,0.37
300047,0.63
300048,0.37
300049,0.63
300050,0.63
300051,0.63
300052,0.37
300053,0.37
300054,0.63
300055,0.63
300056,0.37
300057,0.37
300058,0.37
300059,0.37
300060,0.37
300061,0.63
300062,0.63
300063,0.63
300064,0.63
300065,0.37
300066,0.37
300067,0.37
300068,0.63
300069,0.63
300070,0.37
300071,0.63
300072,0.37
300073,0.37
300074,0.63
300075,0.63
300076,0.63
300077,0.37
300078,0.63
300079,0.37
300080,0.63
300081,0.37
300082,0.63
300083,0.37
300084,0.37
300085,0.63
300086,0.63
300087,0.63
300088,0.37
300089,0.37
300090,0.37
300091,0.37
300092,0.63
300093,0.63
300094,0.37
300095,0.37
300096,0.37
300097,0.63
300098,0.63
300099,0.63
300100,0.63
300101,0.63
300102,0.63
300103,0.63
300104,0.37
300105,0.63
300106,0.63
300107,0.37
300108,0.37
300109,0.63
300110,0.37
300111,0.63
300112,0.37
300113,0.63
300114,0.37
300115,0.63
300116,0.37
300117,0.37
300118,0.37
300119,0.37
300120,0.37
300121,0.63
300122,0.37
300123,0.63
300124,0.63
300125,0.63
300126,0.37
300127,0.37
300128,0.63
300129,0.37
300130,0.37
300131,0.63
300132,0.63
300133,0.37
300134,0.63
300135,0.63
300136,0.63
300137,0.63
300138,0.37
300139,0.37
300140,0.63
300141,0.63
300142,0.63
300143,0.63
300144,0.37
300145,0.37
300146,0.37
300147,0.37
300148,0.63
300149,0.63
300150,0.37
300151,0.63
300152,0.37
300153,0.63
300154,0.63
300155,0.63
300156,0.37
300157,0.63
300158,0.63
300159,0.37
300160,0.37
300161,0.37
300162,0.37
300163,0.37
300164,0.63
300165,0.37
300166,0.37
300167,0.37
300168,0.37
300169,0.37
300170,0.37
300171,0.63
300172,0.63
300173,0.63
300174,0.63
300175,0.63
300176,0.37
300177,0.37
300178,0.63
300179,0.37
300180,0.63
300181,0.63
300182,0.37
300183,0.37
300184,0.63
300185,0.37
300186,0.37
300187,0.37
300188,0.37
300189,0.37
300190,0.63
300191,0.37
300192,0.37
300193,0.37
300194,0.63
300195,0.37
300196,0.37
300197,0.37
300198,0.63
300199,0.63
300200,0.37
300201,0.37
300202,0.37
300203,0.37
300204,0.37
300205,0.63
300206,0.37
300207,0.37
300208,0.37
300209,0.37
300210,0.37
300211,0.37
300212,0.63
300213,0.37
300214,0.63
300215,0.63
300216,0.37
300217,0.37
300218,0.63
300219,0.37
300220,0.63
300221,0.37
300222,0.63
300223,0.37
300224,0.63
300225,0.37
300226,0.63
300227,0.37
300228,0.63
300229,0.63
300230,0.63
300231,0.37
300232,0.63
300233,0.63
300234,0.37
300235,0.63
300236,0.63
300237,0.63
300238,0.63
300239,0.63
300240,0.37
300241,0.63
300242,0.37
300243,0.37
300244,0.63
300245,0.37
300246,0.37
300247,0.37
300248,0.63
300249,0.37
300250,0.63
300251,0.63
300252,0.63
300253,0.63
300254,0.63
300255,0.37
300256,0.63
300257,0.63
300258,0.37
300259,0.37
300260,0.37
300261,0.63
300262,0.63
300263,0.63
300264,0.63
300265,0.37
300266,0.37
300267,0.37
300268,0.37
300269,0.37
300270,0.63
300271,0.63
300272,0.37
300273,0.37
300274,0.37
300275,0.63
300276,0.37
300277,0.63
300278,0.63
300279,0.63
300280,0.37
300281,0.37
300282,0.63
300283,0.37
300284,0.37
300285,0.63
300286,0.63
300287,0.63
300288,0.37
300289,0.37
300290,0.63
300291,0.37
300292,0.37
300293,0.37
300294,0.37
300295,0.37
300296,0.63
300297,0.37
300298,0.37
300299,0.63
300300,0.63
300301,0.63
300302,0.63
300303,0.63
300304,0.37
300305,0.37
300306,0.37
300307,0.37
300308,0.63
300309,0.63
300310,0.63
300311,0.37
300312,0.37
300313,0.37
300314,0.37
300315,0.63
300316,0.63
300317,0.37
300318,0.37
300319,0.37
300320,0.37
300321,0.37
300322,0.37
300323,0.63
300324,0.63
300325,0.63
300326,0.63
300327,0.37
300328,0.63
300329,0.63
300330,0.63
300331,0.63
300332,0.63
300333,0.63
300334,0.37
300335,0.37
300336,0.63
300337,0.37
300338,0.37
300339,0.63
300340,0.63
300341,0.37
300342,0.37
300343,0.37
300344,0.63
300345,0.63
300346,0.37
300347,0.37
300348,0.37
300349,0.37
300350,0.63
300351,0.37
300352,0.63
300353,0.63
300354,0.37
300355,0.63
300356,0.63
300357,0.63
300358,0.63
300359,0.63
300360,0.63
300361,0.37
300362,0.63
300363,0.37
300364,0.63
300365,0.63
300366,0.37
300367,0.63
300368,0.63
300369,0.37
300370,0.37
300371,0.37
300372,0.37
300373,0.63
300374,0.37
300375,0.63
300376,0.37
300377,0.63
300378,0.37
300379,0.63
300380,0.37
300381,0.63
300382,0.37
300383,0.63
300384,0.63
300385,0.37
300386,0.37
300387,0.37
300388,0.63
300389,0.37
300390,0.37
300391,0.63
300392,0.63
300393,0.63
300394,0.63
300395,0.63
300396,0.37
300397,0.37
300398,0.37
300399,0.63
300400,0.63
300401,0.37
300402,0.63
300403,0.37
300404,0.63
300405,0.63
300406,0.37
300407,0.63
300408,0.63
300409,0.63
300410,0.37
300411,0.63
300412,0.37
300413,0.37
300414,0.63
300415,0.63
300416,0.37
300417,0.63
300418,0.63
300419,0.37
300420,0.37
300421,0.63
300422,0.37
300423,0.37
300424,0.37
300425,0.63
300426,0.63
300427,0.63
300428,0.37
300429,0.37
300430,0.37
300431,0.37
300432,0.37
300433,0.37
300434,0.63
300435,0.37
300436,0.37
300437,0.63
300438,0.63
300439,0.37
300440,0.37
300441,0.63
300442,0.63
300443,0.63
300444,0.63
300445,0.63
300446,0.63
300447,0.63
300448,0.63
300449,0.63
300450,0.63
300451,0.37
300452,0.63
300453,0.37
300454,0.37
300455,0.37
300456,0.37
300457,0.37
300458,0.37
300459,0.37
300460,0.63
300461,0.37
300462,0.63
300463,0.63
300464,0.63
300465,0.63
300466,0.37
300467,0.63
300468,0.63
300469,0.63
300470,0.37
300471,0.63
300472,0.63
300473,0.37
300474,0.37
300475,0.37
300476,0.37
300477,0.63
300478,0.63
300479,0.37
300480,0.37
300481,0.37
300482,0.37
300483,0.63
300484,0.37
300485,0.37
300486,0.37
300487,0.63
300488,0.37
300489,0.63
300490,0.37
300491,0.37
300492,0.37
300493,0.63
300494,0.63
300495,0.37
300496,0.63
300497,0.63
300498,0.63
300499,0.63
300500,0.37
300501,0.37
300502,0.37
300503,0.37
300504,0.63
300505,0.63
300506,0.37
300507,0.63
300508,0.37
300509,0.37
300510,0.37
300511,0.63
300512,0.63
300513,0.37
300514,0.63
300515,0.37
300516,0.63
300517,0.37
300518,0.37
300519,0.37
300520,0.37
300521,0.37
300522,0.37
300523,0.63
300524,0.63
300525,0.37
300526,0.63
300527,0.63
300528,0.37
300529,0.37
300530,0.63
300531,0.63
300532,0.63
300533,0.37
300534,0.37
300535,0.37
300536,0.63
300537,0.37
300538,0.37
300539,0.37
300540,0.63
300541,0.37
300542,0.37
300543,0.63
300544,0.37
300545,0.63
300546,0.63
300547,0.63
300548,0.63
300549,0.37
300550,0.63
300551,0.63
300552,0.37
300553,0.63
300554,0.37
300555,0.37
300556,0.37
300557,0.37
300558,0.37
300559,0.37
300560,0.37
300561,0.63
300562,0.37
300563,0.63
300564,0.37
300565,0.63
300566,0.37
300567,0.63
300568,0.63
300569,0.37
300570,0.63
300571,0.63
300572,0.37
300573,0.63
300574,0.63
300575,0.37
300576,0.37
300577,0.37
300578,0.37
300579,0.63
300580,0.37
300581,0.37
300582,0.37
300583,0.63
300584,0.63
300585,0.37
300586,0.63
300587,0.37
300588,0.37
300589,0.37
300590,0.63
300591,0.37
300592,0.63
300593,0.37
300594,0.63
300595,0.37
300596,0.63
300597,0.37
300598,0.37
300599,0.37
300600,0.63
300601,0.63
300602,0.37
300603,0.37
300604,0.63
300605,0.63
300606,0.37
300607,0.63
300608,0.63
300609,0.63
300610,0.63
300611,0.63
300612,0.63
300613,0.37
300614,0.37
300615,0.37
300616,0.37
300617,0.37
300618,0.37
300619,0.63
300620,0.63
300621,0.63
300622,0.63
300623,0.37
300624,0.63
300625,0.37
300626,0.37
300627,0.63
300628,0.63
300629,0.63
300630,0.63
300631,0.63
300632,0.37
300633,0.63
300634,0.63
300635,0.37
300636,0.37
300637,0.63
300638,0.37
300639,0.63
300640,0.37
300641,0.37
300642,0.63
300643,0.63
300644,0.37
300645,0.63
300646,0.37
300647,0.37
300648,0.37
300649,0.37
300650,0.63
300651,0.37
300652,0.63
300653,0.37
300654,0.37
300655,0.63
300656,0.63
300657,0.63
300658,0.37
300659,0.63
300660,0.37
300661,0.37
300662,0.37
300663,0.37
300664,0.63
300665,0.63
300666,0.63
300667,0.37
300668,0.37
300669,0.37
300670,0.63
300671,0.63
300672,0.37
300673,0.37
300674,0.63
300675,0.63
300676,0.63
300677,0.63
300678,0.63
300679,0.63
300680,0.63
300681,0.37
300682,0.37
300683,0.63
300684,0.37
300685,0.63
300686,0.37
300687,0.37
300688,0.63
300689,0.63
300690,0.63
300691,0.37
300692,0.63
300693,0.37
300694,0.37
300695,0.63
300696,0.37
300697,0.37
300698,0.63
300699,0.63
300700,0.63
300701,0.63
300702,0.63
300703,0.63
300704,0.63
300705,0.37
300706,0.37
300707,0.63
300708,0.63
300709,0.37
300710,0.63
300711,0.63
300712,0.63
300713,0.63
300714,0.63
300715,0.37
300716,0.37
300717,0.63
300718,0.37
300719,0.63
300720,0.63
300721,0.37
300722,0.37
300723,0.63
300724,0.37
300725,0.37
300726,0.37
300727,0.63
300728,0.37
300729,0.37
300730,0.37
300731,0.63
300732,0.37
300733,0.63
300734,0.63
300735,0.63
300736,0.63
300737,0.63
300738,0.63
300739,0.37
300740,0.37
300741,0.63
300742,0.63
300743,0.63
300744,0.37
300745,0.63
300746,0.37
300747,0.63
300748,0.63
300749,0.37
300750,0.63
300751,0.37
300752,0.63
300753,0.37
300754,0.37
300755,0.37
300756,0.63
300757,0.63
300758,0.63
300759,0.63
300760,0.63
300761,0.37
300762,0.37
300763,0.37
300764,0.37
300765,0.63
300766,0.63
300767,0.37
300768,0.37
300769,0.63
300770,0.37
300771,0.37
300772,0.37
300773,0.63
300774,0.63
300775,0.37
300776,0.63
300777,0.37
300778,0.63
300779,0.63
300780,0.37
300781,0.63
300782,0.37
300783,0.63
300784,0.37
300785,0.63
300786,0.37
300787,0.37
300788,0.37
300789,0.63
300790,0.37
300791,0.63
300792,0.37
300793,0.37
300794,0.63
300795,0.37
300796,0.63
300797,0.63
300798,0.63
300799,0.37
300800,0.37
300801,0.37
300802,0.63
300803,0.63
300804,0.63
300805,0.63
300806,0.37
300807,0.63
300808,0.63
300809,0.63
300810,0.63
300811,0.37
300812,0.37
300813,0.37
300814,0.63
300815,0.63
300816,0.63
300817,0.37
300818,0.37
300819,0.37
300820,0.63
300821,0.63
300822,0.37
300823,0.63
300824,0.63
300825,0.63
300826,0.37
300827,0.63
300828,0.37
300829,0.37
300830,0.63
300831,0.37
300832,0.37
300833,0.63
300834,0.37
300835,0.63
300836,0.37
300837,0.37
300838,0.63
300839,0.37
300840,0.37
300841,0.63
300842,0.63
300843,0.37
300844,0.37
300845,0.63
300846,0.63
300847,0.37
300848,0.63
300849,0.63
300850,0.37
300851,0.37
300852,0.63
300853,0.63
300854,0.63
300855,0.63
300856,0.37
300857,0.37
300858,0.37
300859,0.37
300860,0.37
300861,0.37
300862,0.37
300863,0.37
300864,0.37
300865,0.37
300866,0.37
300867,0.37
300868,0.37
300869,0.63
300870,0.63
300871,0.37
300872,0.37
300873,0.63
300874,0.37
300875,0.37
300876,0.37
300877,0.63
300878,0.37
300879,0.63
300880,0.37
300881,0.37
300882,0.37
300883,0.37
300884,0.63
300885,0.63
300886,0.37
300887,0.37
300888,0.63
300889,0.37
300890,0.63
300891,0.37
300892,0.37
300893,0.37
300894,0.63
300895,0.37
300896,0.63
300897,0.37
300898,0.63
300899,0.63
300900,0.37
300901,0.37
300902,0.37
300903,0.37
300904,0.63
300905,0.63
300906,0.63
300907,0.37
300908,0.63
300909,0.63
300910,0.63
300911,0.63
300912,0.63
300913,0.37
300914,0.63
300915,0.37
300916,0.37
300917,0.63
300918,0.63
300919,0.37
300920,0.63
300921,0.63
300922,0.37
300923,0.63
300924,0.37
300925,0.63
300926,0.37
300927,0.37
300928,0.37
300929,0.63
300930,0.37
300931,0.37
300932,0.63
300933,0.63
300934,0.37
300935,0.37
300936,0.37
300937,0.63
300938,0.63
300939,0.37
300940,0.37
300941,0.37
300942,0.37
300943,0.63
300944,0.63
300945,0.37
300946,0.63
300947,0.37
300948,0.37
300949,0.63
300950,0.37
300951,0.37
300952,0.37
300953,0.63
300954,0.37
300955,0.37
300956,0.63
300957,0.37
300958,0.37
300959,0.37
300960,0.37
300961,0.37
300962,0.37
300963,0.63
300964,0.37
300965,0.63
300966,0.37
300967,0.37
300968,0.37
300969,0.63
300970,0.37
300971,0.37
300972,0.63
300973,0.37
300974,0.37
300975,0.63
300976,0.63
300977,0.37
300978,0.63
300979,0.37
300980,0.63
300981,0.63
300982,0.63
300983,0.37
300984,0.63
300985,0.63
300986,0.37
300987,0.63
300988,0.63
300989,0.37
300990,0.63
300991,0.63
300992,0.37
300993,0.63
300994,0.37
300995,0.37
300996,0.37
300997,0.63
300998,0.63
300999,0.63
301000,0.63
301001,0.63
301002,0.37
301003,0.37
301004,0.63
301005,0.63
301006,0.63
301007,0.37
301008,0.37
301009,0.37
301010,0.37
301011,0.63
301012,0.37
301013,0.63
301014,0.37
301015,0.37
301016,0.63
301017,0.37
301018,0.37
301019,0.63
301020,0.63
301021,0.37
301022,0.37
301023,0.37
301024,0.37
301025,0.37
301026,0.37
301027,0.63
301028,0.37
301029,0.63
301030,0.37
301031,0.63
301032,0.63
301033,0.63
301034,0.37
301035,0.37
301036,0.37
301037,0.37
301038,0.37
301039,0.37
301040,0.37
301041,0.37
301042,0.37
301043,0.63
301044,0.37
301045,0.63
301046,0.63
301047,0.63
301048,0.37
301049,0.37
301050,0.63
301051,0.37
301052,0.37
301053,0.37
301054,0.37
301055,0.63
301056,0.63
301057,0.37
301058,0.37
301059,0.63
301060,0.63
301061,0.63
301062,0.63
301063,0.63
301064,0.37
301065,0.37
301066,0.37
301067,0.63
301068,0.63
301069,0.63
301070,0.37
301071,0.37
